,Kline open time,Open price,High price,Low price,Close price,Volume,Kline Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,"Unused field, ignore"
0,1667946900000,7.77000000,7.79000000,7.77000000,7.79000000,45.95000000,1667946959999,357.28810000,4,12.83000000,99.94570000,0
1,1667946960000,7.79000000,7.80000000,7.77000000,7.77000000,366.38000000,1667947019999,2849.82500000,13,8.38000000,65.30580000,0
2,1667947020000,7.77000000,7.78000000,7.77000000,7.78000000,3.00000000,1667947079999,23.32290000,3,1.51000000,11.74560000,0
3,1667947080000,7.78000000,7.78000000,7.78000000,7.78000000,88.03000000,1667947139999,684.87340000,3,88.03000000,684.87340000,0
4,1667947140000,7.78000000,7.78000000,7.77000000,7.77000000,13.84000000,1667947199999,107.59880000,2,6.20000000,48.23600000,0
5,1667947200000,7.76000000,7.76000000,7.76000000,7.76000000,1.82000000,1667947259999,14.12320000,1,0.00000000,0.00000000,0
6,1667947260000,7.78000000,7.78000000,7.77000000,7.77000000,26.63000000,1667947319999,206.97790000,2,26.63000000,206.97790000,0
7,1667947320000,7.77000000,7.78000000,7.76000000,7.76000000,125.62000000,1667947379999,977.07950000,5,118.44000000,921.36270000,0
8,1667947380000,7.78000000,7.78000000,7.78000000,7.78000000,28.42000000,1667947439999,221.10760000,2,28.42000000,221.10760000,0
9,1667947440000,7.77000000,7.77000000,7.77000000,7.77000000,55.10000000,1667947499999,428.12700000,3,0.00000000,0.00000000,0
10,1667947500000,7.77000000,7.77000000,7.76000000,7.76000000,53.41000000,1667947559999,414.59800000,10,12.29000000,95.49330000,0
11,1667947560000,7.76000000,7.76000000,7.75000000,7.75000000,1112.75000000,1667947619999,8623.92530000,23,898.48000000,6963.22000000,0
12,1667947620000,7.78000000,7.78000000,7.78000000,7.78000000,6.22000000,1667947679999,48.39160000,1,6.22000000,48.39160000,0
13,1667947680000,7.78000000,7.78000000,7.76000000,7.76000000,99.01000000,1667947739999,769.89470000,5,86.13000000,669.94590000,0
14,1667947740000,7.76000000,7.76000000,7.72000000,7.72000000,254.28000000,1667947799999,1971.58260000,19,20.21000000,156.06050000,0
15,1667947800000,7.71000000,7.71000000,7.69000000,7.69000000,229.82000000,1667947859999,1770.41440000,15,0.00000000,0.00000000,0
16,1667947860000,7.69000000,7.69000000,7.69000000,7.69000000,1920.01000000,1667947919999,14764.87690000,7,1688.11000000,12981.56590000,0
17,1667947920000,7.70000000,7.71000000,7.69000000,7.71000000,119.92000000,1667947979999,922.45540000,8,14.12000000,108.78880000,0
18,1667947980000,7.74000000,7.76000000,7.74000000,7.76000000,12.17000000,1667948039999,94.33520000,4,9.65000000,74.80520000,0
19,1667948040000,7.77000000,7.78000000,7.77000000,7.78000000,91.80000000,1667948099999,713.84200000,5,1.90000000,14.78200000,0
